Source,Target,Tweet Type
samanthapippin7,gmb_union,retweet
purpleartemesia,scousegirlmedia,retweet
alterntereality,alterntereality,retweet
alterntereality,victorialive,retweet
jpjanson,stephanieokee14,retweet
ospreys_44,kazzjenkins,retweet
ospreys_44,conservatives,retweet
benicegjb,richardlochhead,retweet
benicegjb,jockmckaysnp,retweet
benicegjb,moraysnp,retweet
benicegjb,thesnp,retweet
benicegjb,moraylaura,retweet
louiseboy1966,peoplesvote_uk,retweet
janetcobb,rachael_swindon,retweet
wjarm,lesleeemax,retweet
wjarm,amycallaghansnp,retweet
galandlockwood,geziwoman,retweet
galandlockwood,mazzucatom,retweet
galandlockwood,uklabour,retweet
gwynnemp,fisherandrew79,retweet
gwynnemp,garyyounge,retweet
andy_sawford,connect_comms,retweet
tommygreen,stephanieokee14,retweet
cnosnp,del_ivered,retweet
alibonio,gmb_union,retweet
trickyjabs,dancingthemind,retweet
forveron1,itvtynetees,retweet
forveron1,mikehillmp,retweet
forveron1,jeremycorbyn,retweet
lovedaisypetals,maureenlipman,retweet
lovedaisypetals,uklabour,retweet
lovedaisypetals,un,retweet
peterr2808,addicted2newz,retweet
martyndavid2,scottories,retweet
aqvalentinaalv,gmb_union,retweet
alacoque6,geziwoman,retweet
alacoque6,mazzucatom,retweet
alacoque6,uklabour,retweet
carla_denyer,forwardrussia,retweet
carla_denyer,thecluny,retweet
carla_denyer,bbc6music,retweet
cliffsinc,imincorrigible,retweet
cliffsinc,lbc,retweet
bbckamal,bbcquestiontime,retweet
bbckamal,bbcone,retweet
lerrup,geziwoman,retweet
lerrup,mazzucatom,retweet
lerrup,uklabour,retweet
45albannach,ronniecowan,retweet
45albannach,thesnp,retweet
reyaltyy,gmb_union,retweet
bibi2be,scousegirlmedia,retweet
daverain,tactical_blonde,retweet
daverain,stevebarclay,retweet
daverain,dianemundill,retweet
daverain,rm113,retweet
acurrieclark,tacticalvote,retweet
heleninfife,lbc,retweet
heleninfife,mrjamesob,retweet
szaitschenko,iwantjc4pm,retweet
emmspearl,gmb_union,retweet
hocwatch,ladydurrant,retweet
ryancrumbz,gmb_union,retweet
spetmologer,fisherandrew79,retweet
spetmologer,garyyounge,retweet
carl666thebeast,_brexittory,retweet
emmafee62308864,gmb_union,retweet
watsonwatson192,gmb_union,retweet
verronwade,centrallobby,retweet
verronwade,conservatives,retweet
verronwade,jamescleverly,retweet
ancientgleek,scousegirlmedia,retweet
andrewd14920764,lbc,retweet
andrewd14920764,nickferrarilbc,retweet
belfastmurf,schoolsweek,retweet
murmuration94,euanphilipps,retweet
murmuration94,annpettifor,retweet
murmuration94,uklabour,retweet
nicssarah,peoplesvote_uk,retweet
nicssarah,marshadecordova,retweet
trinepowell,kazzjenkins,retweet
trinepowell,conservatives,retweet
darth_marenghi,dancingthemind,retweet
wills_mclellan,gmb_union,retweet
helenat1970,dailypolitik,retweet
helenat1970,thecanaryuk,retweet
louieholland123,kazzjenkins,retweet
louieholland123,conservatives,retweet
jonnymelamet,gnasherjew,retweet
jonnymelamet,uklabour,retweet
nanna39076633,saddlersue,retweet
nanna39076633,mattwestern,retweet
nanna39076633,jackmrankin,retweet
nanna39076633,louiswmadam,retweet
sophietedman,joglasg,retweet
troygeary,stwuk,retweet
janemoore7,scousegirlmedia,retweet
snapdragon6469,thesnp,retweet
bernietommo,femi_sorry,retweet
bernietommo,mattwestern_,retweet
enfieldsouthga2,telepolitics,reply
enfieldsouthga2,nigel_farage,retweet
enfieldsouthga2,nigel_farage,retweet
eesy20,gmb_union,retweet
aurand_alec,gmb_union,retweet
anthonyhinton3,sunpolitics,retweet
nanna39076633,saddlersue,retweet
nanna39076633,faisalrashidmp,retweet
nanna39076633,mrandy_carter,retweet
nanna39076633,ryanbatelibdem,retweet
vicgoch,brexitbin,retweet
woofit79,itvtynetees,retweet
woofit79,mikehillmp,retweet
woofit79,jeremycorbyn,retweet
jakderippa,sunpolitics,retweet
jakderippa,emilyhewertson,retweet
outtograss,remainutd,retweet
lilyroseworth,gmb_union,retweet
mysteryhacker1,scousegirlmedia,retweet
fanssouthern,_brexittory,retweet
omarbaggili,gmb_union,retweet
kimbledi,_brexittory,retweet
saintdavid2911,forchange_now,retweet
saintdavid2911,chrislesliemp,retweet
saintdavid2911,mikegapes,retweet
saintdavid2911,anna_soubry,retweet
dmobesocean,gmb_union,retweet
paperbhoy,geziwoman,retweet
paperbhoy,mazzucatom,retweet
paperbhoy,uklabour,retweet
escapeeuslavery,sunpolitics,retweet
brownfulk,angelarayner,retweet
mikits79,dr_philippaw,retweet
christineelmer,monicabeharding,retweet
christineelmer,cobhamchurch,retweet
chkagm,cyberhibby,retweet
escapeeuslavery,sunpolitics,retweet
juliehollandba1,djack_journo,retweet
juliehollandba1,johnnymerceruk,retweet
christineelmer,monicabeharding,retweet
christineelmer,elmbridgelibdem,retweet
danny_roberts95,kazzjenkins,retweet
danny_roberts95,conservatives,retweet
b00t5y,jamesefoster,retweet
b00t5y,joswinson,retweet
b00t5y,libdems,retweet
b00t5y,uklabour,retweet
pinero_scn,gmb_union,retweet
djp3007,itvtynetees,retweet
djp3007,mikehillmp,retweet
djp3007,jeremycorbyn,retweet
susanwi97011278,haggis_uk,retweet
folthik,gmb_union,retweet
escapeeuslavery,sunpolitics,retweet
josiedunne1,rachael_swindon,retweet
k_jimmytk666,kazzjenkins,retweet
k_jimmytk666,conservatives,retweet
albasarachnid,lbc,retweet
albasarachnid,mrjamesob,retweet
bifrostmantle,keejayov2,retweet
petermichaels72,sebastianepayne,retweet
sharonstoned70,rachael_swindon,retweet
simonredican,peoplesmomentum,retweet
simonredican,trussliz,retweet
labouragainstas,jeremycorbyn,retweet
catskiv,dr_philippaw,retweet
winsaint,gmb_union,retweet
escapeeuslavery,sunpolitics,retweet
78soylentgreen,euanphilipps,retweet
78soylentgreen,annpettifor,retweet
78soylentgreen,uklabour,retweet
chr1stopherleo,gmb_union,retweet
cosmicioki,gmb_union,retweet
joglasg,blewishand,retweet
joglasg,joglasg,retweet
christiancnd,cnduk,retweet
tom52627636,kazzjenkins,retweet
tom52627636,conservatives,retweet
sianthomas7,dancingthemind,retweet
pazzarooney4,borisjohnson_mp,retweet
pazzarooney4,krishgm,retweet
brownfulk,scousegirlmedia,retweet
sublemonal2,gmb_union,retweet
nanna39076633,saddlersue,retweet
nanna39076633,stellacreasy,retweet
nanna39076633,meerachadhald,retweet
jacquel46304555,imajsaclaimant,retweet
sdownes,insidecroydon,retweet
sdownes,owenjones84,retweet
sdownes,independent,retweet
sdownes,michaellcrick,retweet
sdownes,shelter,retweet
sdownes,bbctimdonovan,retweet
mugabemo,rachael_swindon,retweet
sianthomas7,fisherandrew79,retweet
margymayell,matthewgreen02,retweet
margymayell,libdems,retweet
caravaggio12,tnewtondunn,retweet
jacquel46304555,itvnewspolitics,retweet
drsextongreen,elliechownsmep,retweet
ufcirons,goodwinmj,retweet
corbs536,shadwell_ntt,retweet
corbs536,markdistef,retweet
corbs536,bbclaurak,retweet
r_yarsky,gmb_union,retweet
amandamcdonne17,yesiscoming,retweet
amandamcdonne17,scottishlabour,retweet
paulewart23,geziwoman,retweet
paulewart23,mazzucatom,retweet
paulewart23,uklabour,retweet
derekmillar10,derekjames150,retweet
b00t5y,theprolestar,retweet
borisinaditch,gmb_union,retweet
terryinfinchley,labouragainstas,retweet
terryinfinchley,jeremycorbyn,retweet
brownfulk,mmaher70,retweet
comfortableblue,labouragainstas,retweet
comfortableblue,jeremycorbyn,retweet
melindawaugh1,kazzjenkins,retweet
melindawaugh1,conservatives,retweet
virtualknight64,gmb_union,retweet
rogerefc,gmb_union,retweet
centregreater,angelarayner,retweet
ree_tweets_,dancingthemind,retweet
benm_im,camerongarrett_,retweet
benm_im,ipsosmori,retweet
robertcheale,shelter,retweet
robertcheale,libdems,retweet
mc002b9486,williamclouston,retweet
knott_meg,ayocaesar,retweet
knott_meg,opblackvote,retweet
nanna39076633,saddlersue,retweet
nanna39076633,spellar,retweet
nanna39076633,doctorcm9,retweet
quarktwit,gmb_union,retweet
alain_grangeret,ssehgal01,retweet
jemmy_wood,milneorchid,retweet
_jgriffin,uklabour,retweet
_jgriffin,uklabour,retweet
eylesgeoff,_brexittory,retweet
simpliart,rachael_swindon,retweet
beingwomanuk,helenmilner,retweet
bfawu1,labourunionsuk,retweet
bugleboy12,richardlochhead,retweet
bugleboy12,jockmckaysnp,retweet
bugleboy12,moraysnp,retweet
bugleboy12,thesnp,retweet
bugleboy12,moraylaura,retweet
liz_mcphillips,borisjohnson_mp,retweet
liz_mcphillips,krishgm,retweet
jemmy_wood,milneorchid,retweet
glyniswinestein,gmb_union,retweet
thfcdev,keejayov2,retweet
maryann07704020,tommycorbyn,retweet
tedtootill,addicted2newz,retweet
angloyankdad,gnasherjew,retweet
angloyankdad,uklabour,retweet
geoffh25,addicted2newz,retweet
jemmy_wood,milneorchid,retweet
ronreg0807,sunpolitics,retweet
bingaddick,monicabeharding,retweet
bingaddick,elmbridgelibdem,retweet
2grimreaper3,gmb_union,retweet
sianthomas7,gmb_union,retweet
harrythedog44,_brexittory,retweet
cmdocker,jonnybraham,retweet
saraapplebyx,keepnhspublic,retweet
peterwo77422144,_brexittory,retweet
trickytrev533,lthlondon,retweet
marsdinon,bcomininvisible,retweet
holesie,geziwoman,retweet
holesie,mazzucatom,retweet
holesie,uklabour,retweet
petefog,gmb_union,retweet
amiloshoski,europeelects,retweet
davidtattersal8,gmb_union,retweet
catherineg351,gmb_union,retweet
odidev,martaforesti,retweet
odidev,uklabour,retweet
odidev,libdems,retweet
odidev,thegreenparty,retweet
odidev,conservatives,retweet
rahnaf3,joncruddas_1,retweet
rahnaf3,uklabour,retweet
corganisers,acorn_tweets,retweet
mel_poole_,aaronbastani,retweet
mel_poole_,novaramedia,retweet
danpkotw,trickyjabs,retweet
tbwdtm,rachael_swindon,retweet
bloggerheads,gmb_union,retweet
christi73224817,addicted2newz,retweet
b00t5y,scousegirlmedia,retweet
shaz1008shaz,brexitbin,retweet
nottscommha,insidehousing,retweet
nottscommha,insidehousing,retweet
alyssa_cassata_,theprolestar,retweet
raylondon66,gmb_union,retweet
v4ce,migrantvote,retweet
bahookey4,thesnp,retweet
bahookey4,nicolasturgeon,retweet
bahookey4,annemclaughlin,retweet
janemccourt1,angelortanya,retweet
janemccourt1,uklabour,retweet
janemccourt1,jeremycorbyn,retweet
snapdragon6469,jamesefoster,retweet
snapdragon6469,joswinson,retweet
snapdragon6469,libdems,retweet
snapdragon6469,uklabour,retweet
throwdown2208,sunpolitics,retweet
devonbloke,romillyweeks,retweet
devonbloke,itvnews,retweet
igruska33,_brexittory,retweet
dequinceydr,williamclouston,retweet
robdamutantbee,_brexittory,retweet
alanker11753813,derek4centayr,retweet
alanker11753813,scottories,retweet
og_tessa,aaronbastani,retweet
og_tessa,novaramedia,retweet
nix03555953,scousegirlmedia,retweet
jpflfc,gmb_union,retweet
mysteriosox,labouragainstas,retweet
mysteriosox,jeremycorbyn,retweet
augustholmgaard,gmb_union,retweet
roomey951,peoplesmomentum,retweet
andrewatter,doozy_45,retweet
pauljohnlyon,mmaher70,retweet
vjl2,hexham4pa,retweet
vjl2,doozy_45,retweet
proud_cybernat,dr_philippaw,retweet
ilijadimovski,europeelects,retweet
drrajbalu,doozy_45,retweet
blondbubbly,rachael_swindon,retweet
magimay0071,gmb_union,retweet
eastmorton,leedseurope,retweet
eastmorton,alexsobel,retweet
elainefoster10,dr_philippaw,retweet
justice4marky,borisjohnson,retweet
justice4marky,10downingstreet,retweet
jodieperry1985,kazzjenkins,retweet
jodieperry1985,conservatives,retweet
_all41and14all,gmb_union,retweet
rebetikowalrus,lazaroumterror,retweet
redzupp,gmb_union,retweet
london_uk_eng,fisherandrew79,retweet
london_uk_eng,garyyounge,retweet
zoejanesutherl2,borisjohnson_mp,retweet
zoejanesutherl2,krishgm,retweet
throwdown2208,sunpolitics,retweet
bobbimaccoll,pchoskins,retweet
bobbimaccoll,armilani_,retweet
bobbimaccoll,borisjohnson,retweet
janhunt78561126,geziwoman,retweet
janhunt78561126,mazzucatom,retweet
janhunt78561126,uklabour,retweet
unison_nrw_cnc,unisontweets,retweet
shem_iss,lindabxx,retweet
casparcaspar,darren_cullen,retweet
euanphilipps,labouragainstas,retweet
euanphilipps,jeremycorbyn,retweet
fmendesduarte,gmb_union,retweet
theendo,rachael_swindon,retweet
ronistar121,derekjames150,retweet
ianpindar,fisherandrew79,retweet
ianpindar,garyyounge,retweet
electoralcommuk,bbcnews,retweet
dracasaga,brexitbin,retweet
radioclydenews,labourrichard,retweet
radioclydenews,political_alans,retweet
sarahrawe1,kazzjenkins,retweet
sarahrawe1,conservatives,retweet
moranicly,gmb_union,retweet
neu_rachelw,schoolcuts,retweet
neu_rachelw,borisjohnson,retweet
gandalf_red65,gmb_union,retweet
2010somerset,rachael_swindon,retweet
edejor1,gmb_union,retweet
jnanaketu,gmb_union,retweet
alba6363,dr_philippaw,retweet
paulhar04305540,scousegirlmedia,retweet
northpoint20,ukcag,retweet
northpoint20,borisjohnson,retweet
northpoint20,jeremycorbyn,retweet
northpoint20,joswinson,retweet
northpoint20,carolinelucas,retweet
northpoint20,nicolasturgeon,retweet
northpoint20,nigel_farage,retweet
northpoint20,esthermcvey1,retweet
northpoint20,robertjenrick,retweet
northpoint20,laboursj,retweet
evansthecrime,nottslive,retweet
ronreg0807,sunpolitics,retweet
goldie_dyke,gmb_union,retweet
thedoctorxxx,addicted2newz,retweet
maxalbedo,bethrigby,retweet
dionwilliam96,uklabour,retweet
dionwilliam96,jeremycorbyn,retweet
nicolayeager,socialistvoice,retweet
danc1arke,marieannuk,retweet
trickyjabs,citizensuk,retweet
trist_an_thony,unitepolitics,retweet
sarariffkindavi,labouragainstas,retweet
sarariffkindavi,jeremycorbyn,retweet
demelzatries,itrainedflowers,retweet
demelzatries,jeremycorbyn,retweet
demelzatries,laurapidcockmp,retweet
demelzatries,johnmcdonnellmp,retweet
demelzatries,hackneyabbott,retweet
demelzatries,angelarayner,retweet
demelzatries,richardburgon,retweet
demelzatries,rlong_bailey,retweet
demelzatries,dawnbutlerbrent,retweet
gbktas,proudgranny24,retweet
gbktas,borisjohnson,retweet
forthemany8,gmb_union,retweet
labourcampaigns,gmb_union,retweet
magswilson44,germans4indyref,retweet
magswilson44,thesnp,retweet
limoderates,labouragainstas,retweet
limoderates,jeremycorbyn,retweet
bolshevik1953,aaronbastani,retweet
bolshevik1953,novaramedia,retweet
erichanvey2,wbelfastapni,retweet
jollyfatgit,derekjames150,retweet
petermichaels72,sebastianepayne,retweet
larochecs,fisherandrew79,retweet
larochecs,garyyounge,retweet
0special_,scousegirlmedia,retweet
majeh19,ukreloaded,retweet
tommytom3010,gmb_union,retweet
juliecuninghame,aaronbastani,retweet
juliecuninghame,novaramedia,retweet
suefew,teachertwit2,retweet
suefew,frasernelson,retweet
suefew,labourpress,retweet
suefew,rachael_swindon,retweet
suefew,aaronbastani,retweet
suefew,peterstefanovi2,retweet
noga_lr,jay_sutherland_,retweet
noga_lr,joswinson,retweet
trishal8,mmaher70,retweet
joesartdesigns,dancingthemind,retweet
brownfulk,brexitbin,retweet
ijsbignose,ashleyridley5,reply
ijsbignose,libdems,retweet
tommytom3010,dancingthemind,retweet
jacquel46304555,jeremycorbyn4pm,retweet
jacquel46304555,jeremycorbyn,retweet
brownfulk,mmaher70,retweet
theevilgayone,keejayov2,retweet
women4erdington,scousegirlmedia,retweet
prof_matt_p,bbcbreakfast,retweet
prof_matt_p,richarddmurray1,retweet
oldtimerabroad,milneorchid,retweet
tommytom3010,citizensuk,retweet
natsecsoc,stephenmevans1,retweet
paulrwm,kazzjenkins,retweet
paulrwm,conservatives,retweet
stumaskell,_brexittory,retweet
caytonx,angelortanya,retweet
caytonx,uklabour,retweet
caytonx,jeremycorbyn,retweet
sdball16,emran29902311,retweet
sdball16,ayocaesar,retweet
sdball16,tnewtondunn,retweet
sdball16,jeremycorbyn,retweet
kmiddletoncsp,bbcbreakfast,retweet
kmiddletoncsp,richarddmurray1,retweet
donromeo88,ofocbrexit,retweet
jamesre28134379,dr_philippaw,retweet
christofhughes,waterwaysworld,retweet
misteriosoman51,dr_philippaw,retweet
martaforesti,odidev,retweet
martaforesti,martaforesti,retweet
martaforesti,uklabour,retweet
martaforesti,libdems,retweet
martaforesti,thegreenparty,retweet
martaforesti,conservatives,retweet
clwyds,clwydsouthlab,reply
clwyds,susanelanjones,retweet
matt5409,gmb_union,retweet
gorbalsgal,skynewspolitics,retweet
gorbalsgal,tommysheppard,retweet
gorbalsgal,jeremycorbyn,retweet
gorbalsgal,borisjohnson,retweet
gorbalsgal,nicolasturgeon,retweet
drrajbalu,milneorchid,retweet
markvvvvvdb,dancingthemind,retweet
speechfreedom_,geziwoman,retweet
speechfreedom_,mazzucatom,retweet
speechfreedom_,uklabour,retweet
northpoint20,insidehousing,retweet
coyleleyla,sunpolitics,retweet
reafoote2,dancingthemind,retweet
alan55479668,realbasedamy,retweet
hyperinertia,gmb_union,retweet
desisliva,kazzjenkins,retweet
desisliva,conservatives,retweet
scottoharden,gerryhassan,retweet
scottoharden,labourrichard,retweet
bnelabour,gmb_union,retweet
andyhearn09,borisjohnson,retweet
andyhearn09,jeremycorbyn,retweet
john_max64,gmb_union,retweet
alisarnie,brexitbin,retweet
vc61,generalboles,retweet
sarariffkindavi,euanphilipps,retweet
sarariffkindavi,annpettifor,retweet
sarariffkindavi,uklabour,retweet
helenmallam,gmb_union,retweet
mawgooner,gmb_union,retweet
sianthomas7,scousegirlmedia,retweet
blerinahashani,fisherandrew79,retweet
blerinahashani,garyyounge,retweet
oldtimerabroad,milneorchid,retweet
borisinaditch,kensingtonclp,retweet
pollypingwing,jeremycorbyn4pm,retweet
pollypingwing,jeremycorbyn,retweet
rawlins_j,hinabokharild,retweet
rawlins_j,suttonlibdems,retweet
rawlins_j,libdems,retweet
superbikeal,_brexittory,retweet
northpoint20,insidehousing,retweet
northpoint20,uklabour,retweet
northpoint20,conservatives,retweet
northpoint20,libdems,retweet
northpoint20,thegreenparty,retweet
northpoint20,thesnp,retweet
northpoint20,brexitparty_uk,retweet
clwyds,clwyds,retweet
clwyds,clwydsouthlab,retweet
clwyds,susanelanjones,retweet
rgemmell75,dr_philippaw,retweet
brain1brain,trickyjabs,retweet
martinremains,dancingthemind,retweet
marycechan,imajsaclaimant,retweet
abiratoefc,aaronbastani,retweet
abiratoefc,novaramedia,retweet
bramwel_l,haggis_uk,retweet
margymayell,dancingthemind,retweet
terryelaineh1,fiken49,retweet
terryelaineh1,happythriver,retweet
terryelaineh1,terryelaineh1,retweet
terryelaineh1,hawkins2mac,retweet
terryelaineh1,johnmcdonnellmp,retweet
godwinfan,geziwoman,retweet
godwinfan,mazzucatom,retweet
godwinfan,uklabour,retweet
aygulozdemir4,gmb_union,retweet
terryinfinchley,euanphilipps,retweet
terryinfinchley,annpettifor,retweet
terryinfinchley,uklabour,retweet
harleytales,_brexittory,retweet
exciseman567,gmb_union,retweet
blackdansmam,jamesefoster,retweet
blackdansmam,joswinson,retweet
blackdansmam,libdems,retweet
blackdansmam,uklabour,retweet
nathanminto,kazzjenkins,retweet
nathanminto,conservatives,retweet
emily_wintle,peoplesvote_uk,retweet
emily_wintle,marshadecordova,retweet
smartmax900,rachael_swindon,retweet
johnturrell,angelarayner,retweet
brownfulk,mmaher70,retweet
letsspiceitup,finlaypringle,retweet
letsspiceitup,gretathunberg,retweet
letsspiceitup,vanessa_vash,retweet
fisunguner,geziwoman,retweet
fisunguner,mazzucatom,retweet
fisunguner,uklabour,retweet
burnetbasher,derekjames150,retweet
ukgeneralelect2,conservatives,reply
melindawaugh1,brexitbin,retweet
flanykpl,stephenmevans1,retweet
marcstone2hotm1,_brexittory,retweet
crazyoverlord,unitetheunion,retweet
keepinitsureal,lbc,retweet
keepinitsureal,mrjamesob,retweet
pauljohnlyon,mmaher70,retweet
macwulfie,citizensuk,retweet
atomicsmiles,thestephenralph,retweet
james_rands,brexitbin,retweet
andymeanie,euanphilipps,retweet
andymeanie,annpettifor,retweet
andymeanie,uklabour,retweet
telegraphinvest,richardevans10,retweet
manville54,steviebrexit,retweet
docholliday241,labouragainstas,retweet
docholliday241,jeremycorbyn,retweet
andyrigney,_brexittory,retweet
rhys_grant13,kazzjenkins,retweet
rhys_grant13,conservatives,retweet
anthnmcalls,fbunational,retweet
s_w_a_m_,doozy_45,retweet
huguenothouse,theprogalliance,retweet
bluebird131999,kazzjenkins,retweet
bluebird131999,conservatives,retweet
tullymatt,gmb_union,retweet
t1234mandy,markrounding,retweet
t1234mandy,philipdaviesuk,retweet
t1234mandy,bradfordgreens,retweet
